epoch,frame,loss,walltime,memory,loss0,loss1,loss2,loss3,loss4,loss5
0,1,0,6.247349262237549,1733.00390625,0.0,0.0,0.0,0.0,0.0,0.0
10,2,168.49878,75.77318620681763,3453.65234375,2.7182672,1.716375,9.013947,9.037609,0.7356154,0.6903692
20,3,50.139812,80.90634369850159,3319.328125,1.2782528,0.50832134,5.1562934,5.22943,0.49675027,0.46963242
30,4,17.988688,86.09838342666626,3322.2578125,1.2520536,0.6406804,2.9952567,3.0376282,0.33431625,0.3194849
40,5,6.332587,91.09482645988464,3327.3671875,0.6542777,0.2406507,1.7900649,1.7978187,0.22399625,0.2137995
50,6,2.5436215,96.37530565261841,3332.46484375,0.5271872,0.17737728,1.0957036,1.1057242,0.14763796,0.13850024
60,7,1.1450088,101.44813537597656,3333.01953125,0.42822677,0.11510065,0.7105889,0.70012736,0.10279424,0.09137435
70,8,0.7743543,106.56773138046265,3333.05078125,0.36555088,0.039972384,0.58931464,0.54099977,0.07964617,0.06601821
80,9,0.7500161,111.808034658432,3333.08203125,0.33685482,0.033227,0.59350276,0.5322357,0.07112501,0.055597473
90,10,0.7630629,116.94446158409119,3333.109375,0.31318116,0.031729482,0.5947159,0.54032934,0.069227174,0.052420586
100,11,0.92276245,122.0404646396637,3333.14453125,0.29723835,0.029047668,0.6600961,0.6079064,0.07179721,0.05444046
110,12,1.1195747,127.3758955001831,3333.15625,0.2840806,0.023802832,0.7371047,0.6827685,0.0756664,0.058518544
120,13,1.3560302,132.26158380508423,3333.6640625,0.27177915,0.023327177,0.81687087,0.76089644,0.08032799,0.063623294
130,14,1.6078932,137.33293414115906,3333.671875,0.2620167,0.023610687,0.89154404,0.8413138,0.08489959,0.06891039
140,15,1.8835349,142.68537425994873,3333.69921875,0.25468504,0.023342391,0.96538067,0.91558874,0.089573234,0.07395907
150,16,2.163543,147.73182702064514,3333.7578125,0.24540272,0.023060067,1.0378113,0.99285525,0.094056584,0.07940192
160,17,2.4254692,152.86749029159546,3333.77734375,0.2632092,0.023018999,1.0905266,1.0602264,0.09771741,0.08420343
170,18,2.6619751,157.97736763954163,3333.78515625,0.25699005,0.02311378,1.1471654,1.114048,0.10164673,0.08780897
180,19,2.85446,163.35132670402527,3333.7890625,0.24169096,0.02318532,1.1829911,1.1647009,0.10401901,0.09157308
