epoch,frame,norm_0,loss,walltime,memory,error_u
0,0,145.67033261538552,21219.84580427705,4.460886240005493,506.05078125,0.4678124815479181
1,0,145.67033261538552,21219.84580427705,4.749788522720337,554.953125,0.4570643306369051
2,0,170.22142930760424,28975.334995523706,4.753514528274536,554.953125,0.4511183314460267
3,0,142.38134184935438,20272.44650682271,4.757328033447266,554.953125,0.4453738543139356
4,0,151.55500820904007,22968.920513242207,4.761213541030884,554.953125,0.4396771248724725
5,0,152.3902019767843,23222.77365852512,4.765066146850586,554.953125,0.4339591229847808
6,0,140.08715361114238,19624.410606871803,4.768849849700928,555.078125,0.4282186307188333
7,0,132.06958384234713,17442.37497629076,4.7725348472595215,555.078125,0.42254134641029384
8,0,133.53829323045736,17832.475758903616,4.777201175689697,555.078125,0.4171245038433423
9,0,135.16121759276618,18268.55474115909,4.78103232383728,555.078125,0.4120237408531792
10,0,131.05132660343656,17174.450204520603,4.784780025482178,555.078125,0.4071662836102167
11,0,124.31018456986035,15453.021987792748,4.788533687591553,555.078125,0.4024318531478788
12,0,120.32062546183266,14477.052911526614,4.792263984680176,555.078125,0.39765329885240563
13,0,119.93577997433218,14384.591318051418,4.796076536178589,555.078125,0.39269996158975673
14,0,119.45723768273531,14270.031634789517,4.799820184707642,555.078125,0.3875434925896254
15,0,116.57826080760236,13590.490892925358,4.8038318157196045,555.078125,0.3822422401800669
16,0,112.38628303292113,12630.676613955857,4.807687759399414,555.078125,0.3769013146873512
17,0,109.15843637066419,11915.564230888343,4.811534643173218,555.078125,0.3716467653353845
18,0,107.56450635509984,11570.123027416314,4.815541744232178,555.078125,0.3665588061574191
19,0,106.21191253606663,11280.97036456907,4.819355249404907,555.078125,0.3616385866295554
20,0,103.96337058991337,10808.382424415664,4.823639392852783,555.078125,0.35682693653537206
21,0,101.04883384012778,10210.866820449755,4.827556371688843,555.078125,0.35203897215070806
22,0,98.4454184600791,9691.500415780083,4.831305742263794,555.078125,0.34719407555379167
23,0,96.54714055771336,9321.350349870861,4.835048198699951,555.078125,0.34224876414160665
24,0,94.78361746714482,8983.934140158042,4.838813304901123,555.078125,0.3372105407130364
25,0,92.65345190209496,8584.662149373824,4.842778205871582,555.078125,0.3321225226260651
26,0,90.29054716630176,8152.382907590164,4.846578121185303,555.078125,0.3270408827091548
27,0,88.1661235125238,7773.265335225601,4.850360870361328,555.078125,0.32202033940455443
28,0,86.37324370706418,7460.3372284799025,4.854135036468506,555.078125,0.3170957789651879
29,0,84.5273827010837,7144.878426295463,4.858015537261963,555.078125,0.312271167389324
30,0,82.39881254197006,6789.564308326721,4.862527370452881,555.078125,0.30752362103624165
31,0,80.26796271475536,6442.945838377356,4.86632776260376,555.078125,0.3028106404500821
32,0,78.47706940279072,6158.65042205043,4.870075225830078,555.078125,0.29808126946382063
33,0,76.903697028709,5914.178616683466,4.873822927474976,555.078125,0.2932967317962469
34,0,75.12530154253703,5643.810931857117,4.877597093582153,555.078125,0.28844843799733677
35,0,73.060838078284,5337.886060701232,4.881574869155884,555.078125,0.2835623595960598
36,0,71.1013750604629,5055.405535488616,4.885278701782227,555.078125,0.27869302293070025
37,0,69.52099408514682,4833.168618587019,4.889016628265381,555.078125,0.273901544523626
38,0,68.08210819791405,4635.173456672475,4.892730474472046,555.078125,0.2692265146364203
39,0,66.40823334678167,4410.053456240605,4.896490573883057,555.078125,0.2646670998654152
40,0,64.51504968091803,4162.191635331322,4.9001548290252686,555.078125,0.26018572026373965
41,0,62.77045255601095,3940.1297140864217,4.903827667236328,555.078125,0.25572769526630257
42,0,61.33214398898936,3761.631886286123,4.907569646835327,555.078125,0.25125134208088945
43,0,59.93989046574217,3592.7904690451687,4.911383628845215,555.078125,0.2467486185762257
44,0,58.34920068979813,3404.629221138339,4.915225267410278,555.078125,0.24224786906370097
45,0,56.681464053706435,3212.7883672716143,4.918904066085815,555.078125,0.23779710067481816
46,0,55.18104887583527,3044.948155037321,4.922620058059692,555.078125,0.23343706578252071
47,0,53.84929878096257,2899.746979201377,4.92663049697876,555.078125,0.229181191427446
48,0,52.48501847132556,2754.6771639353856,4.930362701416016,555.078125,0.22501446714417256
49,0,51.021139340894734,2603.1566596429966,4.934035301208496,555.078125,0.22090678691633656
50,0,49.60239099139577,2460.3971920633007,4.937800645828247,555.078125,0.2168316386530922
60,0,37.40080270813023,1398.8200432124813,4.976100206375122,555.078125,0.17894122455966427
70,0,27.65505267251525,764.8019383195929,5.013885021209717,555.078125,0.14788267305260366
80,0,20.128208152508016,405.1447634306901,5.053492784500122,555.078125,0.12425061135262744
90,0,14.954105365947706,223.625267295866,5.0935118198394775,555.078125,0.10762758447119249
100,0,10.746398723987026,115.48508553491,5.130894899368286,555.078125,0.09675561573138944
110,1,8.254855594883095,68.14264089237273,5.170652389526367,555.078125,0.09002916382901052
120,1,6.632986189654384,43.99650579214578,5.211280584335327,555.078125,0.08596491837456487
130,1,5.568706700859793,31.01049432020076,5.249709844589233,555.078125,0.08343164014524831
140,1,4.7201436633141824,22.279756202325032,5.288073539733887,555.078125,0.08168115255996103
150,1,4.694691537248774,22.04012862991526,5.32516074180603,555.078125,0.08026098569351525
160,1,5.447211047836366,29.672108199670564,5.363804817199707,555.078125,0.0789159990928708
170,1,4.51761774624757,20.408870101210972,5.4015045166015625,555.078125,0.07751945279107614
180,1,4.469522679760292,19.976632984891623,5.439156770706177,555.078125,0.07601959949523174
190,1,4.323213487753428,18.690174860693155,5.477963924407959,555.078125,0.0744067822247422
200,1,4.609464341585256,21.247161516346,5.5161848068237305,555.078125,0.0726996678451984
210,2,4.798692294894122,23.027447741076216,5.555706977844238,555.078125,0.07092566979688307
220,2,4.5812695332748765,20.988030536512607,5.592820644378662,555.078125,0.0691134019338898
230,2,3.3809918259373495,11.431105727055174,5.630113124847412,555.078125,0.06729066477578108
240,2,4.298956385534747,18.481026004729976,5.667101144790649,555.078125,0.06547643407872271
250,2,5.332368834194618,28.434157383890074,5.7047765254974365,555.078125,0.0636843993321731
260,2,4.215871008357698,17.773568359110946,5.743145704269409,555.078125,0.061923553243880256
270,2,2.949732506646834,8.700921860769013,5.778733491897583,555.078125,0.06019926644701052
280,2,3.9850174792628317,15.880364310030291,5.8172900676727295,555.078125,0.05851404875600197
290,2,6.09051546488295,37.09437862797837,5.855915784835815,555.078125,0.05687059540291636
300,2,4.860687544328322,23.626283403588495,5.896411657333374,555.078125,0.05526931107983602
310,3,3.454636656335828,11.934514427299192,5.935765743255615,555.078125,0.05371219717154063
320,3,3.187913872086461,10.162794855841293,5.974834680557251,555.078125,0.052198855743678906
330,3,3.432243256473858,11.780293771610271,6.012675762176514,555.078125,0.0507294973374173
340,3,4.68728028720885,21.970596490856675,6.04954195022583,555.078125,0.04930360203272842
350,3,4.530855665673401,20.528653063164757,6.086034297943115,555.078125,0.04792127698792957
360,3,4.310428318093274,18.579792285420417,6.124513149261475,555.078125,0.04658141733419805
370,3,3.357720412545027,11.274286368821548,6.161404848098755,555.078125,0.04528426758410593
380,3,3.743840505988287,14.016341734278633,6.201597452163696,555.078125,0.044029030580758
390,3,6.234782674128475,38.87251499361262,6.240765571594238,555.078125,0.04281504909260687
400,3,5.023258462182007,25.233125577883136,6.27846884727478,555.078125,0.0416411339294028
410,4,3.6619825705942777,13.410116347336274,6.316867828369141,555.078125,0.04050697937366507
420,4,2.476974220039069,6.135401286738153,6.356522798538208,555.078125,0.039410678043752555
430,4,2.0635652101019377,4.258301376343054,6.393365144729614,555.078125,0.038351938980247795
440,4,4.345602494708167,18.884261042013847,6.431962013244629,555.078125,0.0373300754565652
450,4,5.844713973389166,34.16068143073058,6.471487045288086,555.078125,0.0363439835479886
460,4,3.9660374078899183,15.72945272078218,6.508956670761108,555.078125,0.03539229830765877
470,4,4.125523868409697,17.01994718881811,6.549145460128784,555.078125,0.034474745766473476
480,4,4.011823540228525,16.094728117931734,6.587564706802368,555.078125,0.03358973033631379
490,4,2.7696707357816654,7.671075984645352,6.624783754348755,555.078125,0.032734209549353764
500,4,3.604792443563911,12.994528561175475,6.664567708969116,555.078125,0.03191781572646379
510,5,5.474987624631814,29.975489489871514,6.704004764556885,555.078125,0.031125832807913253
520,5,4.367021930559374,19.07088054198652,6.742574453353882,555.078125,0.03036396701841952
530,5,3.493826260058505,12.2068219354744,6.78034234046936,555.078125,0.029628117011810333
540,5,2.8691403200526744,8.231966176151964,6.817604303359985,555.078125,0.02891778505875915
550,5,4.317487106223387,18.6406949124052,6.85506272315979,555.078125,0.028232156316544712
560,5,4.500078804965485,20.250709250899583,6.891947031021118,555.203125,0.027570576274412135
570,5,8.037565506821254,64.6024592764428,6.930198907852173,555.203125,0.02693779688933002
580,5,4.810008238415314,23.13617925362319,6.969148874282837,555.203125,0.02632434105140988
590,5,3.2760750857573737,10.732667967520182,7.005892038345337,555.203125,0.02573169050684499
600,5,3.2205584767978355,10.371996902474393,7.042999505996704,555.328125,0.025162868891937785
610,6,5.845738728812379,34.172661285536975,7.082747936248779,555.328125,0.024611128354222703
620,6,4.812015013612248,23.155488491229683,7.120702505111694,555.328125,0.024076123549883807
630,6,3.7774379885310525,14.269037757197523,7.159898042678833,555.328125,0.023556629337598216
640,6,4.132934177716532,17.081144917337426,7.1980578899383545,555.328125,0.023052786676963845
650,6,3.332983231676748,11.10877722263838,7.236361265182495,555.328125,0.022563457079024036
660,6,3.1126843719193618,9.688803999191032,7.275173902511597,555.328125,0.02208719064448606
670,6,4.341080823915737,18.844982719768936,7.313706636428833,555.328125,0.02162378347669579
680,6,5.608913861611365,31.459914706976107,7.360514879226685,555.453125,0.021177914531575665
690,6,5.083388574136148,25.84083939565794,7.400018692016602,555.578125,0.020736138082603866
700,6,4.926073360383105,24.266198751876097,7.440219163894653,555.578125,0.020319655930667608
710,7,5.214379592937637,27.189754539244475,7.479634761810303,555.578125,0.0199034881291604
720,7,5.334844411003933,28.460564889619896,7.517598628997803,555.578125,0.01950336360655937
730,7,4.640798562218495,21.53701129508925,7.556564092636108,555.578125,0.019111801650676875
740,7,2.5964760150976147,6.741687696977188,7.596714735031128,555.578125,0.018728609633800148
750,7,2.840464285991285,8.068237359991981,7.634158611297607,555.703125,0.018355250762347005
760,7,4.283260147254868,18.346317489061796,7.676640272140503,555.703125,0.017989443162221563
770,7,3.9725506955629606,15.781159028817763,7.716009855270386,555.703125,0.017630879193929097
780,7,4.860310924367958,23.622622281530518,7.754295587539673,555.703125,0.017280815316230186
790,7,6.311722699804972,39.83784343923337,7.792157888412476,555.703125,0.016936955559832306
800,7,3.574320129257848,12.77576438641784,7.830312013626099,555.703125,0.01660015725873085
810,8,4.7663463251087315,22.71805729087751,7.867527484893799,555.828125,0.016282194527361713
820,8,3.5243802884770483,12.421256417805562,7.904346942901611,555.828125,0.01596199296035844
830,8,5.590528353892652,31.254007275677683,7.942578077316284,555.828125,0.015635476700082994
840,8,4.793190144424458,22.974671760607762,7.978355884552002,555.828125,0.015330854458965872
850,8,5.17971348916438,26.82943182983143,8.016154766082764,555.828125,0.015030113980021251
860,8,4.576017322070985,20.93993453189371,8.052419424057007,555.828125,0.014733657445292522
870,8,4.496237642704064,20.216152939669,8.089770555496216,555.828125,0.014443312107791964
880,8,3.4493754779615786,11.898191187962668,8.125040054321289,555.828125,0.014158189690040821
890,8,5.499017576227421,30.239194303658095,8.164483308792114,555.828125,0.013878701359361003
900,8,3.8628394855552783,14.921528891164968,8.202869176864624,555.953125,0.013602435811130962
910,9,2.546506037362957,6.48469299832599,8.240882635116577,556.078125,0.013330991494091763
920,9,2.319189296278434,5.378638991972458,8.278031349182129,556.078125,0.013064782539645629
930,9,3.8137796574019984,14.544915275213306,8.316065311431885,556.078125,0.012802839168223971
940,9,5.305467182457983,28.14798202413865,8.356467723846436,556.078125,0.012545413405155985
950,9,4.232514223038481,17.914176648223037,8.394196510314941,556.078125,0.012291094037221818
960,9,3.7210161816238845,13.845961423906793,8.432122230529785,556.078125,0.012041236286985231
970,9,2.7725482495062312,7.687023795840068,8.469898700714111,556.203125,0.011795249055389902
980,9,8.818477227158127,77.7655406059065,8.508095741271973,556.203125,0.011616625051100143
990,9,9.939600609572866,98.79566027782127,8.544702291488647,556.203125,0.011363513814909233
1000,9,5.958583032465601,35.50471175478695,8.584185600280762,556.203125,0.01110357598676252
