epoch,frame,loss,loss0,loss1,loss2,walltime,memory,vx_err_linf,vx_err_l1,vx_err_l2,vy_err_linf,vy_err_l1,vy_err_l2,p_err_linf,p_err_l1,p_err_l2,chi_err_linf,chi_err_l1,chi_err_l2
0,1,0.02986114490189748,0.1728037757165551,0.0,0.0,14.752938747406006,598.1015625,1.0435532621553478,0.2870041793934503,0.37046138013948465,0.8017169538076435,0.051307232021157764,0.09433032208365638,1.4592738999704709,0.13700453454389042,0.20167533698021153,0.0,0.0,0.0
1,1,0.02921928395237933,0.17053285790081182,0.002184941040438029,0.011534919211275804,14.937687397003174,601.1796875,1.0386519732189496,0.2868728311576862,0.36956139803096305,0.8017169538076435,0.051307232021157764,0.09433032208365638,1.4599559961690354,0.1368633224678914,0.20146719791781822,0.0,0.0,0.0
2,1,0.029113498522507202,0.17010159795810387,0.0024670738106942047,0.013147564086909104,15.053366899490356,601.953125,1.037567030295278,0.2868332115462297,0.3693851220266204,0.8016593834006933,0.05129081633726677,0.09431325803332395,1.460145159097583,0.13684048376040467,0.20144274642395274,0.0,0.0,0.0
3,1,0.028953883595314162,0.16961096587559657,0.0026191811020116356,0.013384458913838989,15.13369083404541,602.46875,1.036898202639381,0.2868087612935234,0.36928138401946753,0.801601872275578,0.05127681689153307,0.09429718853904742,1.4602775164888255,0.13683116224705716,0.20143581484098366,0.0,0.0,0.0
4,1,0.028553413079746855,0.167838548990685,0.004537633375893936,0.019053724984743965,15.217608213424683,602.984375,1.0316734143821307,0.2866060128125864,0.3684185439973061,0.801230613807292,0.05121809267748033,0.09420633319444685,1.461275384907216,0.1367424337978313,0.20134536511635034,0.0,0.0,0.0
5,1,0.028501750613569975,0.1671798905289058,0.006327012345211254,0.022640753766087266,15.302404403686523,603.5,1.0287412355917034,0.28652138314901077,0.3679195590096023,0.8009688928772039,0.05114656402073263,0.09413144750807519,1.461873355256256,0.13669351222743337,0.20129968926931596,0.0,0.0,0.0
6,1,0.028388503802305443,0.16696366445432212,0.005178759192273966,0.022018605939487082,15.408187866210938,604.015625,1.0290058040138115,0.2865123711899513,0.3679547884875751,0.8009809098715464,0.051158119217437834,0.09413860122180508,1.4618394302033173,0.13669914670559352,0.2013079244990096,0.0,0.0,0.0
7,1,0.02828706908092798,0.1666170277479139,0.0052637579100884,0.022318781284892286,15.498766422271729,604.53125,1.028376366550804,0.2864626962785269,0.3678281722717268,0.8008547238821311,0.051139480704974274,0.09411001086358094,1.4620324540406089,0.13669518092352156,0.20131549250956995,0.0,0.0,0.0
8,1,0.028122347156425042,0.16589826730387994,0.006251945571601708,0.02368597134519028,15.589866161346436,605.046875,1.0261452015272454,0.2863219122922213,0.36740052502951603,0.800453505996256,0.05106397086502985,0.09400931067228792,1.4626765296561457,0.1366794053998536,0.20133560431714226,0.0,0.0,0.0
9,1,0.027982766518281854,0.1651935974971178,0.007965994981706937,0.02510746479024746,15.691237926483154,605.5625,1.0233558670404017,0.28614379297480863,0.36686131629752966,0.7998391103700441,0.05094585675253234,0.09385802284751893,1.4635112296304968,0.1366659100855214,0.20137568372550047,0.0,0.0,0.0
10,1,0.027935029860497673,0.1642475022622908,0.01302175101319974,0.028075289164079684,15.798312187194824,606.078125,1.0179997235882778,0.28580371593971826,0.3658260923307648,0.7989121200731246,0.05073097907426027,0.09358818324478968,1.4651254247026388,0.13664386932164876,0.20146303018288758,0.0,0.0,0.0
11,1,0.0277827813552497,0.1641768877336922,0.009337367952192196,0.027231313759231244,15.903895139694214,606.59375,1.0187903711664388,0.2858425082432292,0.3659642967625833,0.7989049038701643,0.050738305868294455,0.09360072039038111,1.4649244632183687,0.13665389869686126,0.2014662221097643,0.0,0.0,0.0
12,1,0.027710078472122795,0.16401208579383397,0.009607038387300858,0.026792144354339586,15.997510194778442,607.109375,1.0187432893495827,0.28581918307333537,0.36593179315030533,0.7987792431256534,0.05071154297164187,0.0935697354015126,1.4649959297211057,0.13666375435026795,0.20149130839809803,0.0,0.0,0.0
13,1,0.02758898652238178,0.16362553822376125,0.010728127680315117,0.026468415892173906,16.08804202079773,607.625,1.0175250464315602,0.2856834327560174,0.3656333021062541,0.798311890231959,0.05060849677848539,0.09344392739127053,1.4655032461386412,0.13668333794246507,0.2015712141443698,0.0,0.0,0.0
