x,y,z
0.0038910505827516317,0.4767441749572754,0.4922480583190918
0.0038910505827516317,0.6472868323326111,0.3294573724269867
0.0038910505827516317,0.6472868323326111,0.5155038833618164
0.011673151515424252,0.20542636513710022,0.6162790656089783
0.011673151515424252,0.27519381046295166,0.5775193572044373
0.011673151515424252,0.3449612557888031,0.5
0.011673151515424252,0.3604651093482971,0.6550387740135193
0.011673151515424252,0.5310077667236328,0.8333333134651184
0.011673151515424252,0.538759708404541,0.5155038833618164
0.019455252215266228,0.43798449635505676,0.1589147299528122
0.019455252215266228,0.43798449635505676,0.7248061895370483
0.019455252215266228,0.4922480583190918,0.6395348906517029
0.019455252215266228,0.5542635917663574,0.24418604373931885
0.019455252215266228,0.5542635917663574,0.817829430103302
0.019455252215266228,0.6085271239280701,0.5542635917663574
0.02723735384643078,0.1821705400943756,0.5077519416809082
0.02723735384643078,0.19767442345619202,0.43798449635505676
0.02723735384643078,0.41472867131233215,0.6317829489707947
0.02723735384643078,0.6937984228134155,0.20542636513710022
0.02723735384643078,0.7403100728988647,0.6007751822471619
0.02723735384643078,0.8333333134651184,0.6550387740135193
0.02723735384643078,0.8488371968269348,0.6007751822471619
0.03501945361495018,0.5310077667236328,0.5852712988853455
0.04280155524611473,0.25193798542022705,0.6550387740135193
0.04280155524611473,0.6317829489707947,0.1744186133146286
0.04280155524611473,0.7713178396224976,0.4689922630786896
0.05058365687727928,0.7093023061752319,0.8023256063461304
0.05836575850844383,0.1899224817752838,0.5
0.05836575850844383,0.22093023359775543,0.6472868323326111
0.05836575850844383,0.3527131676673889,0.14341086149215698
0.05836575850844383,0.3682170510292053,0.8720930218696594
0.05836575850844383,0.569767415523529,0.895348846912384
0.05836575850844383,0.7325581312179565,0.21317829191684723
0.06614785641431808,0.4689922630786896,0.8643410801887512
0.06614785641431808,0.6937984228134155,0.25193798542022705
0.06614785641431808,0.748062014579773,0.5
0.06614785641431808,0.8875969052314758,0.5077519416809082
0.07392995804548264,0.24418604373931885,0.6782945990562439
0.07392995804548264,0.569767415523529,0.8023256063461304
0.07392995804548264,0.5775193572044373,0.24418604373931885
0.07392995804548264,0.7325581312179565,0.7170542478561401
0.08171205967664719,0.10465116798877716,0.6472868323326111
0.08171205967664719,0.2906976640224457,0.14341086149215698
0.08171205967664719,0.4767441749572754,0.6782945990562439
0.08171205967664719,0.6085271239280701,0.3217054307460785
0.08171205967664719,0.6550387740135193,0.3062015473842621
0.08171205967664719,0.6937984228134155,0.7403100728988647
0.08171205967664719,0.817829430103302,0.6162790656089783
0.08171205967664719,0.8255813717842102,0.4922480583190918
0.08949416130781174,0.24418604373931885,0.7093023061752319
0.08949416130781174,0.25193798542022705,0.43798449635505676
0.08949416130781174,0.2984496057033539,0.4844961166381836
0.08949416130781174,0.38372093439102173,0.14341086149215698
0.08949416130781174,0.5465116500854492,0.19767442345619202
0.08949416130781174,0.7713178396224976,0.25193798542022705
0.09727626293897629,0.12790697813034058,0.3372093141078949
0.09727626293897629,0.28294575214385986,0.3217054307460785
0.09727626293897629,0.6240310072898865,0.46124032139778137
0.09727626293897629,0.7015503644943237,0.6550387740135193
0.09727626293897629,0.7558139562606812,0.6937984228134155
0.09727626293897629,0.8488371968269348,0.7635658979415894
0.10505836457014084,0.44573643803596497,0.5852712988853455
0.10505836457014084,0.46124032139778137,0.7093023061752319
0.10505836457014084,0.7713178396224976,0.8023256063461304
0.10505836457014084,0.8720930218696594,0.41472867131233215
0.10505836457014084,0.9418604373931885,0.42248061299324036
0.11284046620130539,0.05038759857416153,0.4689922630786896
0.11284046620130539,0.6395348906517029,0.06589147448539734
0.12062256783246994,0.09689922630786896,0.39922481775283813
0.12062256783246994,0.22093023359775543,0.39922481775283813
0.12062256783246994,0.5930232405662537,0.44573643803596497
0.12062256783246994,0.6162790656089783,0.7248061895370483
0.12062256783246994,0.6317829489707947,0.934108555316925
0.12062256783246994,0.6860465407371521,0.21317829191684723
0.1284046620130539,0.24418604373931885,0.42248061299324036
0.1284046620130539,0.26744186878204346,0.8643410801887512
0.1284046620130539,0.3372093141078949,0.09689922630786896
0.1284046620130539,0.6782945990562439,0.538759708404541
0.1284046620130539,0.7403100728988647,0.28294575214385986
0.1284046620130539,0.8720930218696594,0.4767441749572754
0.1284046620130539,0.9573643207550049,0.4689922630786896
0.13618676364421844,0.1589147299528122,0.39922481775283813
0.13618676364421844,0.25193798542022705,0.7403100728988647
0.13618676364421844,0.39922481775283813,0.21317829191684723
0.13618676364421844,0.5232558250427246,0.24418604373931885
0.13618676364421844,0.7790697813034058,0.3759689927101135
0.143968865275383,0.3217054307460785,0.4689922630786896
0.143968865275383,0.46124032139778137,0.7403100728988647
0.143968865275383,0.5,0.06589147448539734
0.143968865275383,0.5155038833618164,0.934108555316925
0.143968865275383,0.5620155334472656,0.5930232405662537
0.143968865275383,0.6860465407371521,0.22868217527866364
0.143968865275383,0.7635658979415894,0.44573643803596497
0.143968865275383,0.856589138507843,0.8100775480270386
0.143968865275383,0.895348846912384,0.39147287607192993
0.143968865275383,0.934108555316925,0.5465116500854492
0.15175096690654755,0.3527131676673889,0.45348837971687317
0.15175096690654755,0.5232558250427246,0.1821705400943756
0.15175096690654755,0.5542635917663574,0.08914729207754135
0.15175096690654755,0.7248061895370483,0.8100775480270386
0.1595330685377121,0.07364341616630554,0.5465116500854492
0.1595330685377121,0.3372093141078949,0.46124032139778137
0.1595330685377121,0.5,0.6627907156944275
0.1595330685377121,0.7325581312179565,0.6550387740135193
0.1595330685377121,0.7713178396224976,0.5465116500854492
0.1595330685377121,0.9651162624359131,0.43023255467414856
0.16731517016887665,0.09689922630786896,0.40697675943374634
0.16731517016887665,0.1744186133146286,0.5232558250427246
0.16731517016887665,0.3062015473842621,0.8875969052314758
0.16731517016887665,0.538759708404541,0.748062014579773
0.16731517016887665,0.6085271239280701,0.3294573724269867
0.16731517016887665,0.6085271239280701,0.3449612557888031
0.1750972718000412,0.03488372266292572,0.5620155334472656
0.1750972718000412,0.26744186878204346,0.45348837971687317
0.1750972718000412,0.3604651093482971,0.22868217527866364
0.1750972718000412,0.42248061299324036,0.4689922630786896
0.1750972718000412,0.4922480583190918,0.7325581312179565
0.1750972718000412,0.5930232405662537,0.08914729207754135
0.1750972718000412,0.6162790656089783,0.3759689927101135
0.1750972718000412,0.6162790656089783,0.5620155334472656
0.1750972718000412,0.9108527302742004,0.3294573724269867
0.18287937343120575,0.03488372266292572,0.6162790656089783
0.18287937343120575,0.05038759857416153,0.6705426573753357
0.18287937343120575,0.08914729207754135,0.2906976640224457
0.18287937343120575,0.3682170510292053,0.7945736646652222
0.18287937343120575,0.5542635917663574,0.7945736646652222
0.18287937343120575,0.6627907156944275,0.5775193572044373
0.1906614750623703,0.08914729207754135,0.6627907156944275
0.1906614750623703,0.3217054307460785,0.7325581312179565
0.1906614750623703,0.39922481775283813,0.14341086149215698
0.1906614750623703,0.6395348906517029,0.44573643803596497
0.19844357669353485,0.027131782844662666,0.5
0.19844357669353485,0.3217054307460785,0.1821705400943756
0.19844357669353485,0.5465116500854492,0.10465116798877716
0.19844357669353485,0.6550387740135193,0.01937984488904476
0.19844357669353485,0.7713178396224976,0.38372093439102173
0.19844357669353485,0.7945736646652222,0.3372093141078949
0.19844357669353485,0.895348846912384,0.1744186133146286
0.19844357669353485,0.9496123790740967,0.5232558250427246
0.2062256783246994,0.12790697813034058,0.5465116500854492
0.2062256783246994,0.1589147299528122,0.8488371968269348
0.2062256783246994,0.20542636513710022,0.1899224817752838
0.2062256783246994,0.3527131676673889,0.9651162624359131
0.2062256783246994,0.39147287607192993,0.05038759857416153
0.2062256783246994,0.46124032139778137,0.7403100728988647
0.2062256783246994,0.8100775480270386,0.3372093141078949
0.21400777995586395,0.058139532804489136,0.786821722984314
0.21400777995586395,0.08914729207754135,0.26744186878204346
0.21400777995586395,0.20542636513710022,0.46124032139778137
0.21400777995586395,0.24418604373931885,0.058139532804489136
0.21400777995586395,0.42248061299324036,0.7945736646652222
0.21400777995586395,0.5775193572044373,0.7170542478561401
0.21400777995586395,0.6162790656089783,0.09689922630786896
0.21400777995586395,0.6627907156944275,0.38372093439102173
0.21400777995586395,0.7558139562606812,0.7945736646652222
0.21400777995586395,0.8023256063461304,0.5077519416809082
0.2217898815870285,0.3062015473842621,0.6627907156944275
0.2217898815870285,0.3759689927101135,0.6395348906517029
0.2217898815870285,0.41472867131233215,0.9573643207550049
0.2217898815870285,0.569767415523529,0.40697675943374634
0.2217898815870285,0.6317829489707947,0.4767441749572754
0.2217898815870285,0.9418604373931885,0.41472867131233215
0.22957198321819305,0.027131782844662666,0.3372093141078949
0.22957198321819305,0.13565891981124878,0.23643411695957184
0.22957198321819305,0.26744186878204346,0.7170542478561401
0.22957198321819305,0.3682170510292053,0.1821705400943756
0.22957198321819305,0.5465116500854492,0.6937984228134155
0.22957198321819305,0.569767415523529,0.8100775480270386
0.22957198321819305,0.895348846912384,0.786821722984314
0.2373540848493576,0.09689922630786896,0.25193798542022705
0.2373540848493576,0.11240310221910477,0.19767442345619202
0.2373540848493576,0.20542636513710022,0.8643410801887512
0.2373540848493576,0.26744186878204346,0.3759689927101135
0.2373540848493576,0.4922480583190918,0.9263566136360168
0.2373540848493576,0.5852712988853455,0.027131782844662666
0.2373540848493576,0.6085271239280701,0.011627906933426857
0.2373540848493576,0.7170542478561401,0.3527131676673889
0.2373540848493576,0.786821722984314,0.7635658979415894
0.24513618648052216,0.05038759857416153,0.6162790656089783
0.24513618648052216,0.3217054307460785,0.9573643207550049
0.24513618648052216,0.5465116500854492,0.7635658979415894
0.24513618648052216,0.5852712988853455,0.934108555316925
0.24513618648052216,0.9263566136360168,0.538759708404541
0.2529182732105255,0.12015504390001297,0.5155038833618164
0.2529182732105255,0.12790697813034058,0.8410852551460266
0.2529182732105255,0.2984496057033539,0.44573643803596497
0.2529182732105255,0.3062015473842621,0.20542636513710022
0.2529182732105255,0.4689922630786896,0.9496123790740967
0.2529182732105255,0.6550387740135193,0.7558139562606812
0.2529182732105255,0.9263566136360168,0.40697675943374634
0.26070037484169006,0.13565891981124878,0.5310077667236328
0.26070037484169006,0.6472868323326111,0.8410852551460266
0.26070037484169006,0.6705426573753357,0.6782945990562439
0.26070037484169006,0.8643410801887512,0.7790697813034058
0.2684824764728546,0.07364341616630554,0.6860465407371521
0.2684824764728546,0.08139535039663315,0.8410852551460266
0.2684824764728546,0.13565891981124878,0.5620155334472656
0.2684824764728546,0.151162788271904,0.6395348906517029
0.2684824764728546,0.1744186133146286,0.07364341616630554
0.2684824764728546,0.3294573724269867,0.25968992710113525
0.2684824764728546,0.6007751822471619,0.1666666716337204
0.2684824764728546,0.6317829489707947,0.1589147299528122
0.2684824764728546,0.6937984228134155,0.6317829489707947
0.27626457810401917,0.3604651093482971,0.2984496057033539
0.27626457810401917,0.5775193572044373,0.7713178396224976
0.27626457810401917,0.7093023061752319,0.6550387740135193
0.27626457810401917,0.7713178396224976,0.5542635917663574
0.2840466797351837,0.7248061895370483,0.8643410801887512
0.2840466797351837,0.8875969052314758,0.2984496057033539
0.2840466797351837,0.8875969052314758,0.5465116500854492
0.29182878136634827,0.06589147448539734,0.6705426573753357
0.29182878136634827,0.3604651093482971,0.27519381046295166
0.2996108829975128,0.19767442345619202,0.7325581312179565
0.2996108829975128,0.22868217527866364,0.1744186133146286
0.2996108829975128,0.3372093141078949,0.042635656893253326
0.2996108829975128,0.6395348906517029,0.1821705400943756
0.2996108829975128,0.7403100728988647,0.6782945990562439
0.2996108829975128,0.7945736646652222,0.38372093439102173
0.2996108829975128,0.8720930218696594,0.151162788271904
0.2996108829975128,0.9186046719551086,0.4844961166381836
0.2996108829975128,0.9186046719551086,0.6860465407371521
0.2996108829975128,0.9418604373931885,0.3139534890651703
0.30739298462867737,0.21317829191684723,0.8488371968269348
0.30739298462867737,0.23643411695957184,0.46124032139778137
0.30739298462867737,0.3294573724269867,0.3062015473842621
0.30739298462867737,0.6860465407371521,0.14341086149215698
0.30739298462867737,0.7093023061752319,0.3604651093482971
0.30739298462867737,0.7325581312179565,0.7015503644943237
0.30739298462867737,0.7635658979415894,0.25193798542022705
0.30739298462867737,0.8720930218696594,0.569767415523529
0.30739298462867737,0.8720930218696594,0.6705426573753357
0.3151750862598419,0.10465116798877716,0.19767442345619202
0.3151750862598419,0.12790697813034058,0.1666666716337204
0.3151750862598419,0.1589147299528122,0.42248061299324036
0.3151750862598419,0.22868217527866364,0.5775193572044373
0.3151750862598419,0.3682170510292053,0.25968992710113525
0.3151750862598419,0.6395348906517029,0.10465116798877716
0.3151750862598419,0.7403100728988647,0.6860465407371521
0.3151750862598419,0.7790697813034058,0.5232558250427246
0.3151750862598419,0.8255813717842102,0.4767441749572754
0.32295718789100647,0.1821705400943756,0.24418604373931885
0.32295718789100647,0.19767442345619202,0.22093023359775543
0.32295718789100647,0.23643411695957184,0.7713178396224976
0.32295718789100647,0.7713178396224976,0.1589147299528122
0.32295718789100647,0.8798449635505676,0.5465116500854492
0.330739289522171,0.07364341616630554,0.5620155334472656
0.330739289522171,0.1899224817752838,0.3372093141078949
0.330739289522171,0.28294575214385986,0.08914729207754135
0.330739289522171,0.3527131676673889,0.151162788271904
0.330739289522171,0.6782945990562439,0.8410852551460266
0.330739289522171,0.786821722984314,0.14341086149215698
0.330739289522171,0.786821722984314,0.4844961166381836
0.330739289522171,0.9031007885932922,0.8023256063461304
0.33852139115333557,0.40697675943374634,0.8798449635505676
0.33852139115333557,0.6007751822471619,0.9883720874786377
0.3463034927845001,0.13565891981124878,0.05038759857416153
0.3463034927845001,0.13565891981124878,0.6007751822471619
0.3463034927845001,0.7248061895370483,0.027131782844662666
0.3463034927845001,0.934108555316925,0.21317829191684723
0.3540855944156647,0.05038759857416153,0.5077519416809082
0.3540855944156647,0.1899224817752838,0.10465116798877716
0.3540855944156647,0.22093023359775543,0.10465116798877716
0.3540855944156647,0.817829430103302,0.3372093141078949
0.3540855944156647,0.8333333134651184,0.1821705400943756
0.3540855944156647,0.9031007885932922,0.3217054307460785
0.3618676960468292,0.0038759689778089523,0.43798449635505676
0.3618676960468292,0.06589147448539734,0.3759689927101135
0.3618676960468292,0.5852712988853455,0.03488372266292572
0.3618676960468292,0.7170542478561401,0.27519381046295166
0.3618676960468292,0.7790697813034058,0.3372093141078949
0.3618676960468292,0.8023256063461304,0.2984496057033539
0.3696497976779938,0.0038759689778089523,0.4844961166381836
0.3696497976779938,0.21317829191684723,0.786821722984314
0.3696497976779938,0.5542635917663574,0.14341086149215698
0.3696497976779938,0.7945736646652222,0.6007751822471619
0.3774318993091583,0.1821705400943756,0.7170542478561401
0.3774318993091583,0.3527131676673889,0.7325581312179565
0.3774318993091583,0.7093023061752319,0.2906976640224457
0.3774318993091583,0.817829430103302,0.21317829191684723
0.3774318993091583,0.8798449635505676,0.28294575214385986
0.3852140009403229,0.011627906933426857,0.40697675943374634
0.3852140009403229,0.058139532804489136,0.569767415523529
0.3852140009403229,0.26744186878204346,0.0038759689778089523
0.3852140009403229,0.8255813717842102,0.748062014579773
0.3929961025714874,0.0038759689778089523,0.5930232405662537
0.3929961025714874,0.1744186133146286,0.25193798542022705
0.3929961025714874,0.21317829191684723,0.9806201457977295
0.3929961025714874,0.2984496057033539,0.9418604373931885
0.3929961025714874,0.5,0.934108555316925
0.3929961025714874,0.9573643207550049,0.46124032139778137
0.400778204202652,0.23643411695957184,0.22093023359775543
0.400778204202652,0.24418604373931885,0.7015503644943237
0.400778204202652,0.2906976640224457,0.9031007885932922
0.400778204202652,0.3294573724269867,0.23643411695957184
0.400778204202652,0.5465116500854492,0.9961240291595459
0.400778204202652,0.7170542478561401,0.1899224817752838
0.400778204202652,0.8255813717842102,0.8875969052314758
0.400778204202652,0.8720930218696594,0.43023255467414856
0.400778204202652,0.9728682041168213,0.8023256063461304
0.40856030583381653,0.08914729207754135,0.27519381046295166
0.40856030583381653,0.09689922630786896,0.7635658979415894
0.40856030583381653,0.09689922630786896,0.9263566136360168
0.40856030583381653,0.5155038833618164,0.9263566136360168
0.40856030583381653,0.7403100728988647,0.934108555316925
0.40856030583381653,0.9496123790740967,0.5930232405662537
0.4163424074649811,0.027131782844662666,0.2906976640224457
0.4163424074649811,0.042635656893253326,0.23643411695957184
0.4163424074649811,0.06589147448539734,0.3604651093482971
0.4163424074649811,0.07364341616630554,0.4922480583190918
0.4163424074649811,0.09689922630786896,0.7093023061752319
0.4163424074649811,0.1589147299528122,0.151162788271904
0.4163424074649811,0.22093023359775543,0.6085271239280701
0.4163424074649811,0.5155038833618164,0.07364341616630554
0.42412450909614563,0.1821705400943756,0.8488371968269348
0.42412450909614563,0.19767442345619202,0.058139532804489136
0.42412450909614563,0.6782945990562439,0.14341086149215698
0.42412450909614563,0.7403100728988647,0.9263566136360168
0.42412450909614563,0.8023256063461304,0.6472868323326111
0.42412450909614563,0.856589138507843,0.8798449635505676
0.4319066107273102,0.01937984488904476,0.3217054307460785
0.4319066107273102,0.05038759857416153,0.28294575214385986
0.4319066107273102,0.1899224817752838,0.3449612557888031
0.4319066107273102,0.44573643803596497,0.8643410801887512
0.4319066107273102,0.6627907156944275,0.8410852551460266
0.4319066107273102,0.9031007885932922,0.8875969052314758
0.43968871235847473,0.10465116798877716,0.24418604373931885
0.43968871235847473,0.20542636513710022,0.27519381046295166
0.43968871235847473,0.5775193572044373,0.9806201457977295
0.43968871235847473,0.8488371968269348,0.6395348906517029
0.4474708139896393,0.13565891981124878,0.8488371968269348
0.4474708139896393,0.1899224817752838,0.934108555316925
0.4474708139896393,0.22868217527866364,0.08914729207754135
0.4474708139896393,0.6085271239280701,0.8255813717842102
0.45525291562080383,0.10465116798877716,0.27519381046295166
0.45525291562080383,0.1821705400943756,0.9883720874786377
0.45525291562080383,0.20542636513710022,0.39922481775283813
0.45525291562080383,0.7945736646652222,0.2984496057033539
0.45525291562080383,0.895348846912384,0.22868217527866364
0.45525291562080383,0.9263566136360168,0.3449612557888031
0.45525291562080383,0.9263566136360168,0.4689922630786896
0.4630350172519684,0.11240310221910477,0.7015503644943237
0.4630350172519684,0.14341086149215698,0.1666666716337204
0.47081711888313293,0.07364341616630554,0.4922480583190918
0.47081711888313293,0.23643411695957184,0.9651162624359131
0.47081711888313293,0.4922480583190918,0.06589147448539734
0.47081711888313293,0.6937984228134155,0.7790697813034058
0.47081711888313293,0.817829430103302,0.46124032139778137
0.47081711888313293,0.9108527302742004,0.8255813717842102
0.47081711888313293,0.9806201457977295,0.46124032139778137
0.4785992205142975,0.13565891981124878,0.20542636513710022
0.4785992205142975,0.538759708404541,0.934108555316925
0.4785992205142975,0.7248061895370483,0.06589147448539734
0.4785992205142975,0.7248061895370483,0.7790697813034058
0.4785992205142975,0.7635658979415894,0.042635656893253326
0.4785992205142975,0.817829430103302,0.3062015473842621
0.4785992205142975,0.8488371968269348,0.4767441749572754
0.48638132214546204,0.26744186878204346,0.7403100728988647
0.48638132214546204,0.5232558250427246,0.8798449635505676
0.48638132214546204,0.8023256063461304,0.9418604373931885
0.48638132214546204,0.817829430103302,0.46124032139778137
0.48638132214546204,0.8410852551460266,0.39147287607192993
0.48638132214546204,0.8798449635505676,0.3372093141078949
0.4941634237766266,0.01937984488904476,0.25193798542022705
0.4941634237766266,0.07364341616630554,0.6627907156944275
0.4941634237766266,0.856589138507843,0.45348837971687317
0.4941634237766266,0.8720930218696594,0.7558139562606812
0.4941634237766266,0.9031007885932922,0.43023255467414856
0.4941634237766266,0.9728682041168213,0.6705426573753357
0.5019454956054688,0.08914729207754135,0.7713178396224976
0.5019454956054688,0.12790697813034058,0.8023256063461304
0.5019454956054688,0.1899224817752838,0.058139532804489136
0.5019454956054688,0.20542636513710022,0.06589147448539734
0.5019454956054688,0.6705426573753357,0.895348846912384
0.5097275972366333,0.08914729207754135,0.25193798542022705
0.5097275972366333,0.1744186133146286,0.027131782844662666
0.5097275972366333,0.7403100728988647,0.817829430103302
0.5097275972366333,0.8255813717842102,0.895348846912384
0.5175096988677979,0.09689922630786896,0.6627907156944275
0.5175096988677979,0.151162788271904,0.7325581312179565
0.5175096988677979,0.22093023359775543,0.786821722984314
0.5175096988677979,0.3139534890651703,0.7635658979415894
0.5175096988677979,0.4844961166381836,0.8488371968269348
0.5175096988677979,0.9108527302742004,0.10465116798877716
0.5252918004989624,0.12015504390001297,0.10465116798877716
0.5252918004989624,0.5620155334472656,0.9883720874786377
