epoch,frame,loss,loss0,loss1,loss2,loss3,walltime,memory,vx_err_linf,vx_err_l1,vx_err_l2,vy_err_linf,vy_err_l1,vy_err_l2,p_err_linf,p_err_l1,p_err_l2,chi_err_linf,chi_err_l1,chi_err_l2
30,4,3.1300770410962744e-18,1.0941104803589454e-09,1.3903124837289763e-09,5.522268768988117e-12,0.0,67.58801460266113,502.30859375,3.9150682695776595e-11,5.854644708520274e-13,2.3704588402740533e-12,7.050773159766877e-11,6.110266949556019e-13,3.2948861743779e-12,3.6061431618605866e-11,5.420766130183683e-13,2.0167889035341814e-12,0.0,0.0,0.0
31,4,1.1006062723787174e-18,6.531094138904447e-10,8.210021725983796e-10,3.1302484147201877e-12,0.0,69.51759624481201,502.30859375,2.3051560660292125e-11,3.5309924071984006e-13,1.4125099684739434e-12,3.940285597803239e-11,3.655068071425738e-13,1.938095457861e-12,2.045591473986974e-11,3.2310316869934243e-13,1.1840308872648703e-12,0.0,0.0,0.0
32,4,3.879233399927003e-19,3.9029701018620384e-10,4.853745111263529e-10,1.7798261894041669e-12,0.0,71.78689551353455,502.30859375,1.3606671345200994e-11,2.1312758701052763e-13,8.427681815452129e-13,2.3319866870874506e-11,2.1782265798124143e-13,1.1417011315784676e-12,1.2135625837572661e-11,1.9247681908648347e-13,6.963302079937502e-13,0.0,0.0,0.0
33,4,1.3702752573451257e-19,2.3347862735856415e-10,2.87252895651365e-10,1.0150079700727102e-12,0.0,74.13428521156311,502.30859375,8.268052908988466e-12,1.2876249208656733e-13,5.034211013546524e-13,1.3677857457761178e-11,1.302332086011331e-13,6.734673538216631e-13,6.9113603728965245e-12,1.1501856045181447e-13,4.101320233477699e-13,0.0,0.0,0.0
34,4,4.8499304144409717e-20,1.3979890439865834e-10,1.7016237470169654e-10,5.802665111245584e-13,0.0,76.75245952606201,502.30859375,4.89208673570829e-12,7.786765465158418e-14,3.0104318442216724e-13,7.700860782389185e-12,7.813191211098364e-14,3.977545174896803e-13,3.9944159091476195e-12,6.875274934024359e-14,2.419102911718105e-13,0.0,0.0,0.0
35,4,1.7196832813676083e-20,8.377718437143081e-11,1.008865964938764e-10,3.3292694865348066e-13,0.0,78.92472720146179,502.30859375,2.8343993818680246e-12,4.7054799185045986e-14,1.8019385240004007e-13,4.730001113006921e-12,4.6718714762436065e-14,2.3517994917458516e-13,2.3498980539216063e-12,4.111817775083158e-14,1.4286508134128309e-13,0.0,0.0,0.0
36,4,6.107750456536248e-21,5.0244195178894394e-11,5.986012571732707e-11,1.9145878724026428e-13,0.0,81.61151623725891,502.30859375,1.7155166176507919e-12,2.8594859311015963e-14,1.0795988608377985e-13,2.7340282815480066e-12,2.8028332193799208e-14,1.391960850906599e-13,1.3347101202043632e-12,2.4639606378112954e-14,8.448079910622224e-14,0.0,0.0,0.0
37,4,2.1725414825015875e-21,3.015470584395526e-11,3.5541848621899376e-11,1.1042872863209574e-13,0.0,84.04289484024048,502.30859375,1.0198508704206688e-12,1.7297266790551762e-14,6.473241698315877e-14,1.5764820004982028e-12,1.6850344735375527e-14,8.246132093962439e-14,7.870648577323891e-13,1.481778878595349e-14,5.0019093532024175e-14,0.0,0.0,0.0
38,4,7.738007693675088e-22,1.810871653045468e-11,2.111565827396186e-11,6.42700895608497e-14,0.0,86.45749163627625,502.30859375,5.948574965941589e-13,1.0573037275679847e-14,3.884628137353121e-14,9.56928980500038e-13,1.0109253925873405e-14,4.889124559511648e-14,4.600209102534336e-13,8.92750058137631e-15,2.9647428378097726e-14,0.0,0.0,0.0
39,4,2.759494370332541e-22,1.088135354921002e-11,1.255165812721801e-11,3.821292701069815e-14,0.0,88.77439546585083,502.30859375,3.574918139293004e-13,6.4255664990258245e-15,2.3327767696650324e-14,5.500808142322455e-13,6.09772304572064e-15,2.900869163287881e-14,2.6595392554895625e-13,5.416583274914954e-15,1.7583214221336007e-14,0.0,0.0,0.0
40,5,9.851541046844398e-23,6.541794649258204e-12,7.4645676069963e-12,2.3741860968130084e-14,0.0,90.952463388443,502.30859375,2.120525977034049e-13,4.000897096065817e-15,1.4020185384047172e-14,3.216871213851391e-13,3.668911336300272e-15,1.7224009203698715e-14,1.5862311464331924e-13,3.288523514633958e-15,1.0442243422371736e-14,0.0,0.0,0.0
41,5,3.521456856573543e-23,3.935904182440877e-12,4.441054774172265e-12,1.6103576670324307e-14,0.0,92.85560584068298,502.30859375,1.2634338020234281e-13,2.4485953024012753e-15,8.432017743662017e-15,1.9341472867751008e-13,2.2149828992712276e-15,1.0231619199388808e-14,9.173217740965356e-14,2.0337094927822976e-15,6.197498134679764e-15,0.0,0.0,0.0
42,5,1.2596535665543979e-23,2.368563343408056e-12,2.643158062465663e-12,1.260200898240218e-14,0.0,94.77146315574646,502.30859375,7.638334409421077e-14,1.612416338338769e-15,5.103704403280507e-15,1.1065454108560857e-13,1.3745233528881167e-15,6.0836141157603005e-15,5.3512749786932545e-14,1.3595291180492647e-15,3.719821490409652e-15,0.0,0.0,0.0
43,5,4.509469970094463e-24,1.4257544499821621e-12,1.5737109758320818e-12,1.131295700346106e-14,0.0,97.3940372467041,502.30859375,4.5075054799781356e-14,1.0947764994247607e-15,3.091523756144237e-15,6.571132527000145e-14,8.403384420541469e-16,3.618310986941557e-15,3.194666753358888e-14,8.843923453380005e-16,2.2290335338931236e-15,0.0,0.0,0.0
44,5,1.6155672059833425e-24,8.58529424346636e-13,9.372183681744204e-13,1.0777934442776977e-14,0.0,100.35324811935425,502.30859375,2.731148640577885e-14,6.8842496517965e-16,1.889517226433926e-15,3.9114544936325046e-14,5.376503756652204e-16,2.155418649664464e-15,1.8818280267396403e-14,5.947281239938416e-16,1.3800737541973747e-15,0.0,0.0,0.0
45,5,5.799817824750795e-25,5.180695239427582e-13,5.581094583647145e-13,9.979144284370545e-15,0.0,102.74976944923401,502.30859375,1.6653345369377348e-14,5.533867914781672e-16,1.2405792927696901e-15,2.2301605007157832e-14,3.4877971530971613e-16,1.2851974788747646e-15,1.1796119636642288e-14,4.863507376057184e-16,8.724992921163032e-16,0.0,0.0,0.0
46,5,2.0852008038344473e-25,3.12959270562357e-13,3.3237512709308644e-13,1.0166132124697179e-14,0.0,104.8975076675415,502.30859375,1.021405182655144e-14,3.8191291369058013e-16,7.66334091685652e-16,1.3822276656583199e-14,2.1958598893075177e-16,7.672616527817549e-16,7.077671781985373e-15,3.4492622302325287e-16,5.928945849275103e-16,0.0,0.0,0.0
47,5,7.516034141267762e-26,1.893344298616323e-13,1.9801520369267103e-13,1.0138746875145252e-14,0.0,107.15279364585876,502.30859375,5.995204332975845e-15,2.976437538725391e-16,5.066680298263259e-16,8.097689185859736e-15,1.6683443018108507e-16,4.655559281759062e-16,3.885780586188048e-15,3.068545782462568e-16,4.523360263293412e-16,0.0,0.0,0.0
48,5,2.736696439371174e-26,1.153533265042601e-13,1.1817434585559282e-13,9.767212484431862e-15,0.0,109.18718647956848,502.30859375,3.774758283725532e-15,3.633470228975629e-16,5.219857655599446e-16,4.739264536368637e-15,1.3464032761561432e-16,2.9544472648919777e-16,2.6367796834847468e-15,2.8614876448159197e-16,4.046456765830153e-16,0.0,0.0,0.0
49,5,1.0262786115591178e-26,7.188528386757684e-14,7.069228208968035e-14,9.894105913226064e-15,0.0,111.30990743637085,502.30859375,3.9968028886505635e-15,2.1458247735316153e-16,4.1031488849613156e-16,2.858824288409778e-15,1.2099276388115963e-16,2.07719734122232e-16,2.248201624865942e-15,2.788507963003695e-16,3.822384598847932e-16,0.0,0.0,0.0
