epoch,frame,loss,walltime,memory,loss0,loss1,loss2,loss3,loss4,loss5
300,31,3.648217,252.49784588813782,3563.1953125,0.1674852,0.039736837,1.3368757,1.3445106,0.115884356,0.105957106
310,32,3.6873446,258.21299719810486,3637.3515625,0.17046605,0.03997129,1.3391569,1.3532156,0.11641352,0.10661111
320,33,3.714818,263.88731622695923,3637.35546875,0.17147051,0.040186103,1.354909,1.3488646,0.11755072,0.10618334
330,34,3.7386336,269.81631422042847,3637.3671875,0.17222218,0.04037035,1.3642895,1.3473372,0.11814806,0.10628664
340,35,3.778791,275.7182557582855,3563.22265625,0.17595103,0.0405298,1.3678497,1.3571733,0.118602484,0.107047305
350,36,3.80558,281.87349700927734,3637.37890625,0.17674582,0.0406953,1.3550669,1.3810093,0.11763385,0.109370984
360,37,3.8154922,287.7678499221802,3637.3828125,0.1779031,0.04105818,1.3698972,1.3709927,0.11884486,0.108023554
370,38,3.8225133,293.5660095214844,3563.23828125,0.17680484,0.040915515,1.3772278,1.3656048,0.11910658,0.10756989
380,39,3.876471,299.3094160556793,3637.39453125,0.17589973,0.04104676,1.3883724,1.372486,0.11991602,0.10864511
390,40,3.9003508,304.9899423122406,3637.39453125,0.18102264,0.04251242,1.3869339,1.3841169,0.119806014,0.10962296
400,41,3.922446,310.90205001831055,3637.40234375,0.18539427,0.041764684,1.3843102,1.3930615,0.11987693,0.11029554
410,42,3.9774935,316.8225288391113,3563.25390625,0.18332303,0.044046655,1.3906631,1.4098657,0.12060397,0.109943844
420,43,3.9395652,322.6180112361908,3637.41015625,0.17987886,0.042229753,1.387904,1.3993357,0.12037942,0.110593565
430,44,3.9980006,328.28754591941833,3637.4140625,0.18177478,0.042061426,1.4082592,1.3949065,0.12227117,0.11077075
440,45,4.0215063,334.1118905544281,3637.41796875,0.18071043,0.045517337,1.4107153,1.4034399,0.12215075,0.111258514
450,46,4.047229,339.8987500667572,3563.51953125,0.18661055,0.046027105,1.4074423,1.4146713,0.1218557,0.11206383
460,47,3.961065,345.4926884174347,3637.68359375,0.18724163,0.04206663,1.387656,1.4062495,0.12038708,0.111561894
470,48,4.0210195,351.45237612724304,3637.69140625,0.19300877,0.043331247,1.3965732,1.4086685,0.121480465,0.1124641
480,49,4.074772,357.25304794311523,3563.5390625,0.18230565,0.046626434,1.4224111,1.4117708,0.12315086,0.11217737
490,50,4.294364,362.9066073894501,3637.703125,0.17160891,0.04665897,1.4363607,1.4598094,0.12411058,0.1120365
500,51,4.037577,368.64228200912476,3637.7109375,0.18953231,0.042099837,1.4069505,1.4256052,0.12212556,0.11184429
