epoch,frame,loss,walltime,memory,loss0,loss1,loss2,loss3,loss4,loss5
0,1,0,6.8480224609375,1576.96875,0.0,0.0,0.0,0.0,0.0,0.0
10,2,175.75569,225.4591953754425,3821.15625,2.2518847,1.3252347,10.009125,10.06329,0.5790358,0.58923346
20,3,51.464596,366.3729774951935,3825.84375,1.5482227,0.7799898,5.491105,5.529591,0.41446573,0.41830352
