epoch,frame,loss,walltime,memory,loss0,loss1,loss2,loss3,loss4,loss5
240,25,0.24322043,126.19517993927002,1976.30078125,0.13145192,0.046953473,0.3243862,0.32886732,0.07862423,0.05852355
250,26,0.24336207,130.05931329727173,1976.31640625,0.13116647,0.04685299,0.32945555,0.32477444,0.08013897,0.0577028
260,27,0.25191975,133.71024703979492,1976.3359375,0.1304128,0.046750244,0.33383167,0.3319911,0.08038767,0.059457544
270,28,0.26106814,137.40925979614258,1976.34375,0.13052823,0.046645373,0.33832034,0.34134164,0.0815475,0.06132474
280,29,0.25791025,141.288245677948,1976.34765625,0.13081734,0.046541393,0.33676946,0.34059703,0.08128832,0.061102476
290,30,0.25935417,145.21715021133423,1977.0859375,0.13035029,0.046437267,0.34065187,0.33743384,0.08189005,0.060462583
300,31,0.27167854,148.85541343688965,1977.11328125,0.1316904,0.04633127,0.34568936,0.34760565,0.082783855,0.06263887
310,32,0.27118376,152.46355557441711,1977.12109375,0.1345966,0.046230286,0.3446274,0.34864137,0.08269102,0.06253899
320,33,0.27008066,156.30197954177856,1977.12109375,0.13379914,0.046165504,0.34669864,0.34671247,0.083072186,0.062340852
330,34,0.26314571,159.97753405570984,1977.12109375,0.13134317,0.0460838,0.33705932,0.34353247,0.081804365,0.061832055
340,35,0.2750579,163.59174466133118,1977.13671875,0.13208018,0.04602837,0.3475753,0.35099936,0.0837117,0.062872924
350,36,0.29446307,167.46641087532043,1977.14453125,0.13875338,0.045974374,0.36250806,0.35927415,0.08536811,0.064929835
360,37,0.28652304,171.13027000427246,1984.12890625,0.13792045,0.045990415,0.36054236,0.35412502,0.085323825,0.06383522
370,38,0.2683183,174.77911138534546,1984.12890625,0.13636464,0.046653222,0.34477046,0.34489715,0.08297172,0.061929747
380,39,0.27422303,178.4140338897705,1984.12890625,0.13223964,0.04597456,0.34183243,0.3534295,0.08282012,0.063459404
390,40,0.29234353,182.27766513824463,1984.12890625,0.13566656,0.045753345,0.36522794,0.35518205,0.08619763,0.064062044
400,41,0.2938258,185.8760585784912,1984.140625,0.13862084,0.04627377,0.36609405,0.35650805,0.08604391,0.06416428
410,42,0.2916917,189.49590492248535,1984.14453125,0.1364509,0.053271744,0.3512527,0.36714596,0.08377091,0.065665685
420,43,0.28484052,193.36699604988098,1984.1484375,0.13112809,0.047351625,0.35061058,0.36258617,0.08396978,0.064234145
430,44,0.29031965,197.08156633377075,1984.15234375,0.13294502,0.04595533,0.36449167,0.35177895,0.08638616,0.06303215
440,45,0.30274564,200.61002469062805,1984.16015625,0.1407484,0.045776572,0.37009838,0.36340934,0.087387845,0.06523739
450,46,0.29595616,204.26097750663757,1984.16796875,0.13724513,0.045605525,0.35966897,0.3693677,0.08543468,0.066410646
460,47,0.28426173,208.13700246810913,1984.171875,0.13484311,0.045892708,0.3529075,0.35777813,0.08438333,0.06434443
470,48,0.290552,211.85673356056213,1984.171875,0.13704851,0.05506661,0.35844773,0.35846162,0.08545514,0.064479336
480,49,0.30321005,215.41434860229492,1984.171875,0.13937464,0.04762177,0.3721446,0.36048228,0.08760301,0.0650537
490,50,0.31898755,219.19058418273926,1984.1796875,0.14033146,0.045991234,0.36807135,0.3845284,0.087316215,0.068787195
500,51,0.28939512,222.7980136871338,1984.1796875,0.13850422,0.045651577,0.3537101,0.36808944,0.084872484,0.06473829
